daily_screen_time_hours,social_media_hours,sleep_hours,addicted_label
10.55,3.73,8.01,1
3.96,1.82,5.52,0
4.65,3.7,5.16,0
9.66,2.45,6.52,1
3.75,2.62,8.02,0
10.54,2.94,5.83,1
11.77,2.85,4.76,1
7.98,5.02,4.75,1
3.62,1.13,8.67,0
4.22,1.59,7.14,0
11.2,0.96,5.9,1
8.13,3.46,5.59,1
10.66,2.59,7.9,1
8.13,5.35,6.86,1
9.3,2.66,8.07,1
11.49,1.71,8.78,1
6.97,2.11,8.16,1
5.83,5.77,6.38,1
9.76,5.32,8.75,1
10.8,0.9,8.41,1
7.15,5.91,7.51,1
4.05,3.36,4.61,0
9.97,1.56,7.62,1
3.11,1.58,8.32,0
3.24,5.72,7.54,1
4.84,4.64,7.09,1
9.28,2.6,5.64,1
11.26,2.04,8.4,1
3.7,5.44,6.05,1
9.6,3.67,5.79,1
6.65,5.41,8.25,1
7.12,2.44,7.38,1
7.38,4.99,8.83,1
9.25,4.05,6.46,1
8.12,3.09,7.11,1
10.83,4.46,8.91,1
6.96,1.32,5.58,1
6.6,1.28,6.67,1
7.36,5.28,5.41,1
6.87,3.58,4.81,1
11.71,0.52,8.74,1
9.89,1.73,8.78,1
4.26,1.21,8.65,0
3.66,5.05,5.37,1
10.64,4.3,7.91,1
9.39,2.89,6.55,1
10.01,0.59,5.23,1
8.62,5.76,7.11,1
9.24,3.13,5.01,1
3.39,2.68,4.54,0
8.38,5.25,5.93,1
3.97,3.64,5.63,0
10.31,0.63,8.77,1
4.28,2.66,7.17,0
3.19,2.65,7.86,0
10.42,3.23,5.41,1
6.43,4.42,4.56,1
6.99,1.13,8.34,1
3.58,3.49,7.31,0
6.75,0.99,6.9,0
7.68,2.42,5.86,0
3.33,2.42,8.01,0
8.57,2.1,8.94,1
8.83,4.67,6.42,1
7.88,5.77,6.95,1
4.55,1.37,6.82,0
3.77,2.67,6.98,0
10.28,3.61,7.3,1
7.94,1.53,6.89,0
11.03,4.79,5.35,1
7.8,0.94,6.87,0
5.36,3.77,6.51,0
9.97,3.74,8.45,1
4.54,4.65,7.2,1
3.14,1.42,6.74,0
4.25,4.36,6.61,1
10.26,4.69,8.82,1
7.88,3.21,5.64,1
11.07,5.86,8.67,1
8.95,5.6,7.33,1
5.82,1.35,6.63,0
9.94,3.86,5.63,1
9.87,4.85,8.98,1
3.46,1.58,7.22,0
11.16,5.14,8.05,1
4.24,3.58,7.54,0
5.8,2.39,6.59,0
4.01,1.81,8.97,0
10.56,2.59,5.0,1
6.08,0.94,4.68,0
8.99,5.58,7.9,1
10.61,2.79,6.23,1
9.47,4.69,5.66,1
6.53,0.58,7.07,0
11.55,2.9,6.01,1
6.97,4.22,7.92,1
10.65,1.0,5.15,1
10.07,1.81,6.13,1
5.64,0.63,8.53,0
10.98,4.27,7.13,1
9.15,1.13,5.07,1
10.58,1.28,7.79,1
5.22,3.62,5.48,0
9.14,3.18,8.33,1
5.47,0.78,5.09,0
10.98,4.6,4.75,1
5.45,3.83,6.34,0
7.88,1.03,6.97,0
5.53,0.83,4.51,0
9.94,4.57,7.89,1
5.14,3.61,8.72,0
8.33,2.18,4.71,1
7.11,2.89,8.07,0
3.06,2.54,7.13,0
6.78,3.1,6.25,0
7.02,4.26,6.75,1
9.68,4.71,6.95,1
10.61,3.39,4.71,1
5.67,2.65,5.42,0
10.01,4.26,6.19,1
5.36,0.65,6.92,0
8.03,5.79,5.49,1
9.89,3.67,8.01,1
5.97,1.73,4.72,0
4.41,3.14,6.91,0
7.73,4.51,5.63,1
11.37,1.24,6.96,1
3.69,1.66,8.39,0
8.37,5.9,8.18,1
11.22,3.29,5.45,1
9.28,1.13,6.75,1
10.22,4.3,8.27,1
9.79,0.75,5.59,1
7.53,2.38,8.4,0
11.99,1.7,5.95,1
10.93,0.87,8.77,1
6.65,0.71,7.07,1
5.83,1.7,8.53,0
9.26,2.18,6.59,1
8.72,5.41,8.67,1
4.73,2.86,5.04,0
8.82,4.54,7.28,1
6.9,2.2,4.95,1
4.42,2.04,4.53,0
6.83,0.86,4.54,1
8.58,0.86,5.9,1
6.47,0.92,4.62,0
3.32,5.76,6.22,1
6.45,3.63,8.2,1
8.88,5.22,7.53,1
7.85,1.77,6.17,0
9.98,2.49,7.77,1
5.42,2.37,6.06,0
5.24,2.85,6.4,0
5.33,1.19,4.67,0
9.66,3.86,8.83,1
9.31,3.02,8.42,1
3.24,4.67,8.78,1
9.55,0.5,6.77,1
4.84,4.32,8.49,1
10.03,2.75,5.53,1
3.65,5.07,5.99,1
7.85,5.29,5.28,1
8.16,4.67,4.73,1
3.2,0.94,7.1,0
10.74,1.31,6.57,1
4.32,5.7,5.87,1
5.09,3.45,5.5,0
10.97,2.16,8.49,1
5.82,0.73,8.62,0
9.16,4.08,7.71,1
11.66,4.81,7.01,1
6.19,2.19,4.9,0
10.1,4.04,7.82,1
9.5,2.39,6.0,1
11.47,2.86,8.62,1
3.63,4.55,7.89,1
7.93,4.26,8.83,1
6.83,1.01,6.8,1
7.93,1.31,7.7,0
5.49,1.4,7.78,0
9.12,3.93,4.8,1
7.36,2.98,8.27,0
5.69,2.16,7.23,0
8.81,5.11,7.86,1
3.81,1.62,5.35,0
10.33,2.42,7.99,1
10.28,3.37,8.88,1
6.11,3.91,8.34,0
11.93,5.78,6.23,1
8.17,4.6,4.73,1
5.66,5.95,5.38,1
5.89,0.71,4.55,0
6.25,3.52,6.55,1
9.68,1.51,8.72,1
11.41,5.55,8.87,1
8.73,1.38,5.06,1
8.7,3.25,7.43,1
8.68,3.23,7.86,1
7.96,3.01,4.64,1
5.29,1.55,7.25,0
10.96,4.92,8.61,1
4.56,5.64,8.02,1
3.37,3.69,6.76,0
3.84,2.64,8.12,0
9.28,5.51,4.83,1
10.19,5.27,5.76,1
3.15,2.31,8.36,0
5.77,3.74,8.14,0
5.15,2.47,6.63,0
7.44,4.94,6.83,1
8.34,1.42,6.91,1
4.39,2.55,6.81,0
7.52,3.86,6.98,1
3.71,2.47,5.95,0
11.69,0.98,5.81,1
10.55,4.09,6.41,1
10.01,2.9,6.48,1
6.16,3.27,6.28,1
4.55,2.04,6.94,0
7.98,3.62,7.45,1
4.77,2.15,6.0,0
3.94,2.4,4.57,0
11.38,5.04,6.73,1
3.96,4.3,6.07,1
10.92,5.72,8.32,1
7.94,0.99,5.67,1
3.02,3.59,6.66,0
6.37,0.88,5.85,0
6.86,2.02,7.53,1
6.91,2.59,6.67,0
5.0,4.71,4.96,1
9.91,5.22,8.77,1
7.2,5.97,8.77,1
10.37,4.13,5.28,1
6.08,4.06,4.93,1
4.36,5.23,6.07,1
11.35,1.04,8.04,1
4.92,4.55,6.5,1
5.29,5.88,8.14,1
11.95,3.35,6.18,1
3.91,0.93,7.47,0
8.17,3.19,8.75,1
8.2,4.79,8.66,1
12.0,2.52,6.87,1
4.93,4.78,6.05,1
11.2,2.2,7.27,1
6.97,5.01,6.84,1
10.24,4.76,8.16,1
10.29,5.7,5.14,1
11.61,4.88,7.46,1
8.11,5.88,8.39,1
4.63,4.28,4.84,1
11.29,1.53,5.15,1
7.62,4.79,8.38,1
8.96,1.84,4.77,1
3.01,3.15,6.61,0
11.74,1.8,7.22,1
7.49,0.73,6.28,0
6.48,2.14,7.27,1
9.46,4.27,6.24,1
4.18,4.98,7.18,1
11.94,1.28,6.58,1
9.56,4.8,8.08,1
7.63,1.28,5.4,0
3.04,2.49,8.33,0
4.1,5.32,8.58,1
6.31,5.73,7.1,1
3.73,3.17,6.35,0
3.04,1.01,5.54,0
8.03,1.13,6.32,1
5.92,5.75,8.1,1
5.05,1.47,8.23,0
5.72,2.04,5.87,0
3.18,2.37,6.55,0
3.95,0.78,6.26,0
4.35,3.61,7.57,0
8.48,1.92,6.07,1
7.67,5.62,7.31,1
9.81,1.63,5.15,1
3.5,2.91,5.09,0
5.59,1.4,5.59,0
3.2,2.71,8.32,0
8.89,1.55,5.95,1
3.3,2.6,8.49,0
11.66,3.97,4.54,1
11.77,2.76,6.14,1
3.38,4.47,5.62,1
11.56,4.77,6.62,1
5.26,1.37,6.34,0
6.84,1.79,6.78,0
5.81,4.27,7.56,1
3.6,2.01,8.39,0
5.88,4.57,6.33,1
3.5,3.44,6.94,0
9.2,1.69,6.42,1
6.61,0.92,6.75,1
8.09,3.23,7.51,1
4.39,4.48,7.67,1
7.55,3.76,8.72,0
3.75,3.81,6.6,0
10.3,5.05,5.09,1
8.88,5.74,7.77,1
4.72,2.18,5.87,0
6.04,2.73,8.52,0
8.83,4.02,8.39,1
6.77,2.45,5.8,0
8.35,5.58,5.54,1
4.33,1.83,6.57,0
8.14,4.83,6.85,1
4.47,3.66,8.83,0
11.85,1.87,5.25,1
3.38,1.62,4.67,0
5.71,2.98,7.68,0
4.12,3.91,7.87,0
5.75,1.77,5.75,0
7.22,4.32,8.22,1
5.5,1.87,4.73,0
3.19,3.64,6.56,0
4.13,5.02,6.69,1
8.71,4.34,7.41,1
6.34,2.55,6.8,0
11.13,2.42,5.9,1
10.72,2.23,8.69,1
3.16,4.81,8.3,1
3.08,4.79,5.91,1
8.36,3.03,5.47,1
3.71,2.06,8.32,0
10.19,5.43,5.59,1
10.36,2.44,8.97,1
9.83,2.59,6.66,1
8.69,3.02,6.6,1
11.57,3.36,7.06,1
5.34,3.14,6.21,0
6.82,2.45,8.08,0
11.24,4.11,4.57,1
9.93,4.37,7.55,1
10.56,1.09,5.19,1
6.03,0.63,7.15,0
6.61,3.02,5.89,0
9.95,0.83,5.51,1
3.96,5.95,5.91,1
7.7,4.89,6.54,1
4.17,5.43,7.85,1
11.31,5.18,8.47,1
10.21,5.17,6.87,1
3.75,1.27,6.98,0
9.25,1.32,5.36,1
3.37,5.69,8.61,1
9.03,2.75,6.54,1
9.6,5.16,7.2,1
4.98,0.93,6.82,0
4.41,4.0,4.51,0
10.13,4.94,5.83,1
5.36,4.94,5.92,1
9.53,0.65,6.52,1
5.22,1.09,8.99,0
10.5,0.59,6.53,1
5.17,4.27,6.9,1
6.57,2.64,6.48,1
7.65,3.07,8.14,0
7.38,5.76,5.91,1
4.0,5.37,7.92,1
5.58,0.97,8.32,0
11.86,5.59,7.05,1
11.16,5.32,7.63,1
9.46,5.76,6.55,1
5.46,3.22,5.38,0
10.52,1.34,6.99,1
10.12,5.42,6.48,1
7.16,1.19,5.11,1
5.72,1.65,6.52,0
10.62,1.77,5.1,1
4.14,5.09,7.3,1
3.75,2.3,7.13,0
3.01,4.2,7.94,1
4.77,5.63,5.68,1
9.52,0.89,7.97,1
7.74,5.91,6.23,1
6.72,4.71,5.57,1
5.47,5.1,7.5,1
4.34,5.38,8.6,1
10.61,1.41,7.27,1
9.9,4.51,8.87,1
3.22,4.39,6.66,1
10.02,3.42,8.65,1
4.51,2.77,6.28,0
4.58,2.26,8.78,0
9.87,0.87,5.65,1
11.89,5.8,6.87,1
4.44,5.71,5.42,1
9.29,3.68,7.37,1
7.72,0.96,6.42,0
3.06,3.89,5.12,0
9.86,1.65,7.31,1
3.29,1.13,5.65,0
6.77,5.98,4.67,1
10.89,4.02,8.13,1
10.84,4.4,8.55,1
4.86,0.51,4.79,0
9.17,2.08,4.62,1
7.64,3.72,4.53,0
4.1,5.1,7.64,1
4.74,3.01,6.07,0
11.45,4.6,4.71,1
9.17,5.09,6.98,1
11.72,0.61,8.56,1
3.61,5.39,5.09,1
8.37,1.5,7.04,1
10.07,5.94,7.69,1
3.79,2.64,8.32,0
4.63,4.77,7.18,1
9.13,0.89,8.5,1
9.66,4.61,7.9,1
9.26,5.64,5.49,1
9.6,5.8,6.28,1
3.46,5.5,6.62,1
9.16,4.03,5.75,1
8.76,5.59,7.96,1
5.25,3.69,7.25,0
6.27,5.2,8.65,1
5.78,5.03,6.7,1
3.85,5.57,7.46,1
4.34,1.59,4.56,0
9.14,0.74,9.0,1
10.28,2.07,7.6,1
5.63,4.86,5.59,1
3.37,1.12,8.88,0
7.96,1.87,7.36,1
3.93,1.35,6.93,0
9.25,1.87,6.16,1
6.86,3.25,8.11,1
5.37,5.03,7.62,1
4.65,4.27,6.19,1
3.21,4.47,5.28,1
7.11,3.8,6.22,0
9.67,1.37,7.24,1
4.56,2.8,5.07,0
10.01,2.24,7.81,1
4.36,4.31,7.84,1
9.33,2.51,8.46,1
10.98,5.73,5.66,1
9.25,3.08,4.56,1
11.95,0.98,7.23,1
11.04,4.28,6.2,1
11.47,0.68,6.94,1
11.72,3.67,6.6,1
5.14,2.55,6.3,0
3.02,4.36,8.01,1
7.21,1.07,5.78,1
7.08,1.33,7.51,0
3.46,1.08,7.77,0
9.33,3.9,7.54,1
9.07,4.1,5.54,1
6.12,2.61,7.84,1
10.01,1.66,8.04,1
10.82,4.84,7.08,1
5.88,3.23,5.86,0
3.71,2.0,5.45,0
7.0,1.96,7.01,0
3.87,1.14,7.66,0
9.01,4.5,4.84,1
9.51,1.59,6.89,1
8.55,5.72,6.01,1
11.72,5.2,7.57,1
8.25,5.65,6.96,1
7.12,3.24,6.05,1
7.67,3.9,6.57,1
5.12,0.52,5.11,0
6.0,5.95,5.63,1
5.58,2.12,8.05,0
4.22,1.23,4.78,0
10.8,5.82,7.68,1
11.64,1.47,7.88,1
10.85,2.44,8.13,1
8.02,3.19,6.28,1
6.39,2.45,4.86,1
11.44,5.53,6.45,1
9.85,1.47,7.62,1
3.71,1.71,6.93,0
11.26,1.64,6.46,1
11.5,4.36,5.15,1
11.95,3.16,6.47,1
10.32,4.65,6.16,1
8.8,4.72,6.03,1
4.53,2.39,8.6,0
5.61,2.76,7.58,0
6.74,5.84,6.12,1
6.52,4.83,4.55,1
4.87,4.41,7.6,1
8.93,2.83,5.68,1
3.29,2.77,5.43,0
3.26,1.15,4.91,0
8.62,2.26,4.84,1
10.54,1.59,7.36,1
8.47,4.13,7.12,1
11.79,0.64,5.58,1
7.63,5.31,4.83,1
4.29,5.63,7.98,1
8.49,4.4,6.18,1
7.26,2.62,5.41,1
4.55,5.65,5.78,1
8.8,4.87,5.29,1
8.15,3.71,8.66,1
5.72,0.54,8.8,0
7.26,1.61,6.45,0
5.61,1.21,7.98,0
3.83,3.76,7.28,0
5.72,2.48,4.98,0
6.53,3.59,6.49,1
11.76,4.41,6.68,1
5.62,2.27,7.75,0
6.87,5.77,6.64,1
6.22,5.23,8.21,1
9.55,1.01,8.89,1
10.74,1.63,4.6,1
10.75,1.25,6.58,1
10.8,0.86,5.39,1
5.64,5.35,5.37,1
7.72,5.39,5.14,1
4.9,4.73,8.02,1
8.05,1.63,8.45,1
6.7,2.91,8.54,0
7.42,0.99,6.56,0
6.23,2.16,7.99,1
9.33,5.4,5.03,1
8.47,2.7,6.04,1
7.51,1.86,8.32,0
10.9,4.22,8.96,1
11.93,5.18,7.4,1
11.16,4.28,7.77,1
8.92,5.31,7.56,1
6.66,5.55,4.81,1
8.06,1.54,6.59,1
5.74,1.5,7.26,0
10.58,4.34,6.64,1
8.84,2.96,7.48,1
7.96,5.03,6.81,1
3.11,3.56,7.7,0
3.37,1.99,7.05,0
9.96,4.83,5.41,1
8.16,3.55,5.12,1
6.07,3.58,4.79,0
7.39,3.67,4.84,0
5.17,4.67,5.28,1
5.17,6.0,7.02,1
6.07,1.45,7.88,0
8.15,3.72,6.35,1
7.13,2.75,6.88,0
7.02,4.96,6.87,1
7.49,5.12,8.84,1
7.43,2.17,7.58,1
5.85,1.23,5.74,0
7.49,3.68,4.68,0
6.57,5.95,8.3,1
8.51,4.44,7.89,1
6.89,2.39,6.3,1
3.56,4.89,6.3,1
5.07,5.96,6.1,1
7.48,1.47,4.96,0
4.28,1.64,7.84,0
10.99,3.33,7.36,1
6.96,3.76,6.17,0
5.66,5.14,8.24,1
6.92,0.67,8.21,1
5.37,5.79,7.36,1
3.72,2.55,6.79,0
4.15,0.56,7.81,0
7.45,3.09,7.1,0
5.08,2.34,6.22,0
5.65,3.65,7.22,0
5.88,4.59,7.48,1
4.35,5.19,8.13,1
8.91,3.04,5.27,1
8.39,0.86,4.93,1
9.73,1.64,5.89,1
8.53,3.97,6.44,1
5.63,5.66,7.37,1
6.77,5.79,6.72,1
11.49,0.66,8.63,1
8.34,5.57,6.5,1
7.53,2.67,5.58,1
5.39,1.72,5.63,0
6.5,5.02,6.85,1
3.01,2.15,6.31,0
4.68,1.14,5.57,0
3.38,5.06,5.5,1
10.33,3.34,8.38,1
3.62,5.21,4.93,1
8.38,3.84,8.61,1
9.05,4.57,7.09,1
7.83,4.03,8.33,1
8.4,0.96,8.16,1
3.37,0.79,8.43,0
5.29,0.54,8.63,0
11.25,5.97,8.74,1
6.88,5.07,5.05,1
4.64,2.46,6.73,0
8.4,3.55,8.98,1
10.74,0.77,5.23,1
6.64,2.01,7.01,0
11.16,1.91,5.56,1
8.32,4.96,8.6,1
6.89,3.57,8.62,0
3.7,1.29,7.29,0
5.59,2.73,7.2,0
11.82,2.7,7.7,1
11.62,0.97,7.96,1
10.89,3.77,6.36,1
10.39,2.12,8.2,1
4.61,1.62,6.26,0
4.62,2.49,5.18,0
9.47,3.33,5.98,1
9.53,4.41,5.16,1
5.53,0.67,6.68,0
4.36,5.31,8.68,1
3.73,1.1,7.56,0
9.95,4.65,6.0,1
9.91,2.15,5.38,1
4.15,2.27,6.6,0
5.27,2.51,6.8,0
6.42,2.58,6.96,0
3.5,3.1,8.2,0
6.57,1.02,5.83,0
3.14,2.63,5.14,0
11.38,1.67,6.65,1
10.07,5.63,7.27,1
5.71,3.8,7.65,0
6.63,5.71,5.09,1
11.8,1.71,7.13,1
5.38,0.73,6.53,0
5.79,3.09,6.57,0
6.4,4.44,8.34,1
10.73,3.27,6.66,1
8.39,1.59,8.01,1
8.94,2.68,8.95,1
10.3,2.02,5.01,1
4.63,0.66,7.01,0
8.63,3.41,6.02,1
8.6,3.25,5.44,1
4.6,2.7,6.7,0
3.8,1.91,5.49,0
10.69,1.56,8.15,1
5.02,1.08,5.89,0
11.94,3.82,6.86,1
5.81,3.96,8.8,0
7.16,1.77,7.13,1
5.75,4.21,6.24,1
6.26,4.25,8.44,1
10.5,3.07,5.32,1
7.97,3.45,7.89,0
6.41,5.83,8.24,1
3.46,2.6,6.72,0
6.47,1.93,6.49,1
10.77,4.06,4.61,1
8.5,2.23,6.0,1
3.07,1.76,6.17,0
5.73,4.57,8.15,1
3.01,5.34,7.68,1
5.07,3.43,5.41,0
10.77,4.6,8.78,1
8.35,4.8,5.78,1
6.93,3.16,7.18,1
4.82,1.58,6.42,0
7.75,1.66,8.6,0
9.54,5.23,6.62,1
5.15,4.45,7.06,1
9.3,5.81,6.35,1
9.83,3.95,6.14,1
7.75,4.69,6.89,1
7.16,2.88,7.61,1
3.52,0.55,8.41,0
6.85,4.59,8.23,1
11.96,5.84,6.17,1
4.43,5.08,7.23,1
11.19,2.47,8.86,1
10.24,4.25,5.03,1
5.63,1.6,7.65,0
10.04,0.68,8.59,1
6.99,5.04,7.14,1
10.47,2.56,5.15,1
10.81,1.04,6.14,1
5.19,5.65,7.77,1
9.08,2.36,6.81,1
8.89,2.08,8.63,1
6.31,2.33,6.79,1
9.91,2.99,6.17,1
7.03,5.18,5.62,1
10.87,5.41,8.24,1
4.78,3.6,6.7,0
6.88,1.95,5.86,0
6.58,1.59,6.16,0
5.55,2.5,6.09,0
11.93,5.76,8.07,1
9.83,2.16,4.63,1
9.12,3.58,7.73,1
10.83,4.18,8.8,1
6.32,4.85,4.92,1
8.5,1.54,5.48,1
7.89,4.0,8.97,1
3.89,4.66,5.62,1
9.29,1.52,6.46,1
7.17,3.57,7.93,0
7.27,5.04,5.26,1
11.84,3.63,8.15,1
3.09,1.34,7.92,0
9.01,4.94,7.48,1
5.4,3.58,5.52,0
4.83,2.78,8.95,0
9.18,5.52,7.48,1
6.04,5.17,7.87,1
4.49,0.7,6.45,0
3.79,4.27,7.72,1
8.14,3.4,8.12,1
3.45,0.98,5.34,0
4.68,3.19,8.01,0
8.54,0.93,6.14,1
8.22,4.72,6.0,1
10.22,1.69,5.37,1
6.85,0.56,8.9,1
3.99,5.99,4.7,1
6.72,2.76,5.5,0
5.25,2.29,8.73,0
9.52,1.12,8.57,1
11.61,4.75,6.85,1
10.19,1.53,8.64,1
5.98,5.0,5.35,1
6.56,1.96,7.33,0
5.74,5.21,7.7,1
4.71,2.65,8.91,0
9.31,0.79,5.77,1
3.1,5.82,8.19,1
3.83,4.03,6.88,1
7.44,4.57,5.58,1
9.97,3.84,7.43,1
8.42,4.99,6.08,1
11.38,2.53,8.73,1
7.84,4.06,7.75,1
10.09,5.0,6.81,1
8.31,5.14,7.44,1
7.75,2.4,7.61,0
4.21,2.62,4.97,0
11.68,2.97,6.13,1
10.79,5.46,6.31,1
10.04,3.85,6.11,1
7.87,3.53,6.73,1
6.36,5.92,8.75,1
9.77,1.48,4.86,1
10.29,1.12,7.13,1
5.21,3.55,7.39,0
5.96,2.32,5.11,0
4.02,3.57,7.15,0
3.74,4.05,8.7,1
5.85,5.81,6.67,1
4.91,4.02,8.66,1
11.1,3.03,4.66,1
11.93,1.53,7.09,1
6.6,4.67,7.39,1
10.72,4.79,5.37,1
10.9,3.88,7.39,1
4.89,2.19,4.95,0
3.48,1.01,8.29,0
11.9,0.52,5.54,1
8.13,0.52,6.5,1
10.5,1.93,4.73,1
3.98,1.54,7.93,0
7.39,2.7,7.23,1
4.96,1.58,4.56,0
7.97,2.92,7.77,0
8.33,1.44,7.39,1
5.56,4.63,6.13,1
6.71,1.35,8.19,0
8.82,4.36,6.81,1
4.32,1.53,7.48,0
11.97,5.82,5.01,1
10.94,1.7,6.9,1
4.33,4.5,5.28,1
5.82,5.66,5.22,1
5.8,1.24,8.97,0
3.47,3.46,6.69,0
3.18,5.08,6.17,1
10.24,1.26,5.8,1
9.77,5.74,6.98,1
11.17,4.06,8.0,1
5.47,4.08,6.55,1
9.53,4.25,7.43,1
11.85,5.98,4.53,1
7.1,3.28,7.96,0
7.97,4.57,8.55,1
8.51,2.43,7.47,1
7.48,2.38,8.13,1
5.27,3.2,5.14,0
10.95,5.04,6.95,1
9.68,5.18,8.19,1
3.63,2.18,8.96,0
10.35,4.53,8.5,1
5.68,5.74,8.63,1
3.79,0.75,4.78,0
8.11,3.66,5.44,1
9.52,2.19,6.13,1
8.66,1.11,6.0,1
9.11,3.78,8.98,1
10.21,3.8,6.99,1
11.26,5.26,7.45,1
3.38,3.29,5.03,0
10.45,1.73,7.59,1
6.13,3.16,5.37,0
9.48,0.68,7.2,1
11.49,1.75,6.55,1
8.03,2.04,6.12,1
7.05,5.66,6.36,1
9.66,3.01,8.67,1
3.95,2.94,4.57,0
3.74,2.8,6.45,0
6.73,0.95,6.76,1
8.94,1.73,5.11,1
9.79,4.01,5.52,1
5.55,0.62,8.68,0
5.23,4.98,8.17,1
11.08,3.11,8.57,1
5.66,5.85,5.99,1
10.39,1.92,8.26,1
5.23,2.71,4.65,0
10.06,2.91,7.89,1
4.11,2.75,7.94,0
7.81,5.18,7.93,1
3.54,1.09,8.33,0
6.33,1.76,5.43,0
11.33,3.23,7.5,1
10.1,5.02,5.76,1
5.38,3.73,8.13,0
6.91,5.78,6.14,1
3.19,1.05,5.64,0
3.39,4.66,7.27,1
8.07,2.68,8.52,1
6.35,4.07,7.62,1
8.01,2.47,4.91,1
8.44,4.62,8.29,1
7.44,5.31,8.1,1
4.92,5.81,5.08,1
9.56,2.64,5.24,1
9.37,4.93,4.67,1
6.98,5.62,5.73,1
4.74,4.83,5.47,1
6.41,3.19,5.37,1
10.87,0.88,5.0,1
5.0,4.16,6.64,1
11.9,5.39,5.9,1
7.73,2.77,4.76,0
7.7,5.15,5.6,1
10.32,4.96,6.82,1
4.77,5.0,8.07,1
4.52,4.87,8.7,1
7.64,4.8,6.02,1
8.57,5.5,6.36,1
11.2,2.08,8.07,1
11.16,1.3,7.48,1
7.04,5.83,7.02,1
8.59,5.77,8.15,1
8.62,4.09,5.93,1
9.66,2.46,5.16,1
5.63,3.15,4.81,0
9.81,5.09,5.49,1
6.28,5.4,5.19,1
6.31,1.28,6.25,1
4.92,4.09,4.64,1
4.13,3.34,5.7,0
10.21,2.84,6.2,1
9.6,0.94,5.89,1
11.19,3.02,6.11,1
6.93,1.17,7.76,0
5.26,4.49,5.28,1
9.42,3.67,8.54,1
4.9,5.83,7.73,1
6.27,5.05,6.59,1
8.19,5.41,5.9,1
9.48,2.62,6.27,1
5.8,5.34,6.14,1
7.51,5.98,5.74,1
8.35,3.45,6.87,1
10.75,2.87,8.1,1
5.18,0.61,8.1,0
5.91,3.38,5.8,0
8.48,5.65,6.85,1
8.91,2.3,8.61,1
3.61,4.09,7.57,1
10.75,5.64,7.67,1
10.74,5.1,5.36,1
8.89,5.62,7.23,1
11.6,3.0,7.99,1
4.54,2.18,7.6,0
8.41,5.92,5.8,1
5.12,4.04,7.18,1
7.76,1.54,5.76,0
3.22,1.96,5.41,0
9.32,1.83,6.7,1
6.58,2.91,5.51,1
11.18,2.73,5.61,1
10.49,5.79,4.94,1
7.25,5.2,8.48,1
10.48,3.82,6.52,1
5.84,4.17,5.31,1
10.71,4.47,4.52,1
5.26,5.03,8.07,1
4.49,5.39,5.58,1
3.96,3.81,6.17,0
6.08,4.52,8.69,1
7.97,2.2,5.8,1
8.84,5.85,6.88,1
7.19,3.22,4.81,1
6.23,4.99,5.97,1
4.38,3.63,5.65,0
9.59,2.36,6.16,1
3.41,0.89,5.46,0
4.61,3.58,5.4,0
3.3,4.44,5.88,1
4.78,0.8,5.46,0
7.55,2.21,6.2,1
6.68,1.37,7.78,1
10.13,2.57,5.45,1
9.46,5.35,7.23,1
10.03,4.24,8.45,1
3.78,0.77,5.26,0
8.44,5.92,7.56,1
5.07,2.15,6.93,0
8.21,1.55,8.12,1
4.44,4.9,6.76,1
6.27,1.69,8.22,0
7.37,1.51,6.42,0
8.97,3.01,7.09,1
10.82,5.14,5.28,1
11.22,2.22,7.28,1
4.27,5.82,4.74,1
4.61,1.63,4.56,0
7.92,1.26,7.7,0
4.01,2.9,5.25,0
6.61,3.28,8.65,0
6.0,3.29,6.45,0
4.88,5.21,6.12,1
3.25,2.27,6.76,0
7.54,2.9,4.53,1
10.48,2.37,7.73,1
5.18,4.49,5.03,1
9.76,0.85,8.53,1
5.73,2.71,7.37,0
9.01,1.99,6.48,1
7.03,4.13,6.94,1
11.97,5.72,7.64,1
8.08,4.56,5.19,1
4.16,1.34,7.67,0
5.9,1.54,6.09,0
9.38,3.24,7.29,1
4.47,5.46,5.59,1
5.57,1.24,5.55,0
7.98,3.54,8.05,1
8.68,0.81,5.61,1
9.21,1.9,8.88,1
6.28,0.68,8.1,0
7.2,1.96,7.05,0
6.41,3.28,7.31,1
5.59,3.73,5.28,0
6.24,5.2,5.04,1
11.26,5.44,8.16,1
3.83,1.88,5.57,0
11.89,4.0,4.56,1
5.18,2.95,8.15,0
6.82,5.17,7.12,1
3.73,0.74,5.34,0
4.02,1.45,5.69,0
9.87,3.9,6.54,1
10.54,1.25,5.5,1
8.21,1.43,7.83,1
9.32,3.85,6.03,1
3.14,2.22,7.14,0
10.36,1.76,8.88,1
6.83,0.58,5.88,0
3.51,3.25,5.12,0
8.24,0.83,7.35,1
7.24,2.99,4.67,1
10.88,1.89,6.09,1
10.47,2.81,4.73,1
8.59,3.59,5.97,1
4.28,5.01,4.67,1
4.29,3.6,5.5,0
6.0,3.88,7.75,0
10.12,1.62,6.87,1
11.12,5.98,5.48,1
3.43,1.85,7.55,0
5.25,4.09,5.31,1
7.86,4.52,7.11,1
7.09,5.19,6.2,1
4.0,2.32,6.11,0
8.17,2.54,7.28,1
9.11,5.91,5.92,1
4.25,4.88,7.73,1
6.93,1.09,8.82,1
5.24,1.46,5.97,0
